,player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,conceded,balls_recoverd,tackles,t_won,t_lost,clearance_attempted,corner_taken,offsides,dribbles,fouls_committed,fouls_suffered,yellow,red,right_foot,left_foot,headers,others,inside_area,outside_areas,penalties,total_attempts,on_target,off_target,on_target_rate,blocked,pass_accuracy,pass_attempted,pass_completed,cross_accuracy,cross_attempted,cross_complted,freekicks_taken
400,Ikoné,LOSC,Midfielder,297,5,1,2,35.3,,9.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,6.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,4.0,2.0,0.36363636363636365,5.0,73.6,97.0,75.0,0.0,0.0,0.0,1.0
401,Simakan,Leipzig,Defender,297,4,0,0,32.0,,22.0,5.0,2.0,3.0,8.0,,,,6.0,3.0,2.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,92.0,158.0,142.0,100.0,1.0,1.0,7.0
402,Lukebakio,Wolfsburg,Forward,296,6,0,0,35.9,,5.0,3.0,2.0,1.0,0.0,,,,2.0,4.0,0.0,0.0,,,,,,,,3.0,0.0,1.0,0.0,2.0,79.3,70.0,53.0,50.0,2.0,1.0,0.0
403,Rafael Leão,Milan,Forward,294,4,1,1,32.4,,6.0,5.0,1.0,4.0,3.0,0.0,3.0,16.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,73.5,57.0,42.0,27.0,11.0,3.0,0.0
404,Sutormin,Zenit,Midfielder,293,4,1,0,34.3,,5.0,1.0,0.0,1.0,3.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,89.5,160.0,145.0,33.0,6.0,2.0,4.0
405,Alex Telles,Man. United,Defender,293,4,1,0,33.5,,13.0,3.0,0.0,3.0,4.0,,,,2.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,88.0,179.0,164.0,21.0,33.0,7.0,12.0
406,Bernardeschi,Juventus,Midfielder,292,5,0,2,36.3,,10.0,2.0,1.0,1.0,2.0,7.0,1.0,7.0,2.0,4.0,0.0,0.0,,,,,,,,7.0,5.0,1.0,0.7142857142857143,1.0,87.2,131.0,111.0,38.0,18.0,7.0,7.0
407,Adams,Leipzig,Midfielder,292,5,0,0,38.9,,8.0,8.0,5.0,3.0,2.0,,,,6.0,2.0,4.0,0.0,,,,,,,,,,,,,89.4,166.0,146.0,0.0,1.0,0.0,0.0
408,Hudson-Odoi,Chelsea,Midfielder,289,5,1,2,32.3,,7.0,2.0,0.0,2.0,0.0,1.0,1.0,15.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.42857142857142855,4.0,90.2,149.0,134.0,40.0,10.0,4.0,0.0
409,Uribe,Porto,Midfielder,289,4,0,0,36.8,,28.0,12.0,4.0,8.0,1.0,,,,6.0,1.0,3.0,0.0,,,,,,,,3.0,0.0,2.0,0.0,1.0,83.5,112.0,96.0,0.0,1.0,0.0,2.0
410,De Sciglio,Juventus,Defender,286,4,0,1,33.3,,24.0,5.0,5.0,0.0,4.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,,,,,,,,,,,,,85.3,144.0,126.0,30.0,23.0,7.0,0.0
411,M. Olsson,Malmö,Defender,284,6,0,0,34.5,,8.0,1.0,0.0,1.0,17.0,,,,3.0,3.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,72.8,105.0,82.0,12.0,8.0,1.0,5.0
412,Dimarco,Inter,Defender,283,7,0,0,36.3,,12.0,2.0,2.0,0.0,7.0,,,,3.0,2.0,1.0,0.0,,,,,,,,6.0,2.0,2.0,0.3333333333333333,2.0,89.3,158.0,138.0,29.0,37.0,11.0,10.0
413,Capaldo,Salzburg,Midfielder,281,7,0,0,36.9,,28.0,14.0,5.0,9.0,5.0,,,,15.0,8.0,3.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,66.6,112.0,78.0,25.0,8.0,2.0,4.0
414,Peña,Malmö,Midfielder,281,5,0,0,32.5,,12.0,11.0,4.0,7.0,2.0,,,,3.0,3.0,1.0,0.0,,,,,,,,4.0,2.0,1.0,0.5,1.0,80.4,170.0,138.0,20.0,5.0,1.0,6.0
415,Dzyuba,Zenit,Forward,277,6,0,1,31.2,,4.0,1.0,0.0,1.0,8.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,6.0,1.0,3.0,0.16666666666666666,2.0,65.8,61.0,39.0,0.0,0.0,0.0,0.0
416,Rakitić,Sevilla,Midfielder,276,5,2,1,36.4,,11.0,5.0,1.0,4.0,1.0,7.0,0.0,0.0,6.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,3.0,2.0,0.42857142857142855,2.0,77.6,148.0,124.0,21.0,14.0,3.0,14.0
417,Larsson,Malmö,Defender,275,4,0,0,32.0,,13.0,0.0,0.0,0.0,6.0,,,,5.0,8.0,2.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,67.3,86.0,67.0,60.0,5.0,3.0,6.0
418,Chukwueze,Villarreal,Midfielder,273,9,2,0,37.0,,5.0,1.0,0.0,1.0,2.0,,,,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,0.6666666666666666,0.0,62.3,50.0,37.0,0.0,2.0,0.0,1.0
419,Rakip,Malmö,Midfielder,273,6,0,0,35.9,,4.0,6.0,3.0,3.0,1.0,,,,12.0,6.0,1.0,0.0,,,,,,,,3.0,1.0,2.0,0.3333333333333333,0.0,72.2,67.0,48.0,50.0,2.0,1.0,4.0
420,Rieder,Young Boys,Midfielder,272,6,1,1,38.7,,14.0,8.0,4.0,4.0,3.0,6.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,0.3333333333333333,3.0,69.7,98.0,69.0,11.0,9.0,1.0,3.0
421,Rafa Mir,Sevilla,Forward,271,6,1,1,36.4,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,0.4,1.0,58.8,46.0,29.0,50.0,2.0,1.0,0.0
422,Kampl,Leipzig,Midfielder,270,3,0,0,35.8,,15.0,8.0,4.0,4.0,2.0,,,,5.0,2.0,1.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,90.7,180.0,165.0,33.0,3.0,1.0,2.0
423,Verissimo,Benfica,Defender,270,3,0,0,30.2,,23.0,2.0,1.0,1.0,11.0,,,,2.0,1.0,1.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,83.0,111.0,93.0,0.0,0.0,0.0,6.0
424,N'Sakala,Beşiktaş,Defender,270,3,0,0,30.1,,14.0,7.0,3.0,4.0,5.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,81.3,161.0,134.0,41.0,12.0,5.0,0.0
425,Kjær,Milan,Defender,270,3,0,0,28.6,,16.0,4.0,2.0,2.0,18.0,,,,2.0,1.0,0.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,88.7,134.0,119.0,0.0,0.0,0.0,4.0
426,Faivre,Young Boys,Goalkeeper,270,3,0,0,20.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,82.3,122.0,100.0,0.0,0.0,0.0,2.0
427,Tătăruşanu,Milan,Goalkeeper,270,3,0,0,18.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,90.3,93.0,83.0,0.0,0.0,0.0,6.0
428,Maignan,Milan,Goalkeeper,270,3,0,0,18.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,72.0,114.0,83.0,0.0,0.0,0.0,11.0
429,Trubin,Shakhtar Donetsk,Goalkeeper,270,3,0,0,15.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,83.0,94.0,78.0,0.0,0.0,0.0,5.0
430,Navas,Paris,Goalkeeper,270,3,0,0,13.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,85.3,101.0,86.0,0.0,0.0,0.0,9.0
431,Von Ballmoos,Young Boys,Goalkeeper,270,3,0,0,12.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0,85.0,59.0,0.0,0.0,0.0,5.0
432,Fassnacht,Young Boys,Midfielder,269,3,0,0,23.3,,9.0,0.0,0.0,0.0,2.0,,,,2.0,0.0,1.0,0.0,,,,,,,,8.0,3.0,4.0,0.375,1.0,85.7,86.0,73.0,16.0,6.0,1.0,1.0
433,Alan Patrick,Shakhtar Donetsk,Midfielder,268,4,0,1,37.1,,10.0,2.0,0.0,2.0,1.0,4.0,0.0,5.0,6.0,6.0,0.0,0.0,,,,,,,,6.0,1.0,1.0,0.16666666666666666,4.0,81.3,153.0,127.0,50.0,4.0,2.0,4.0
434,Pyatov,Shakhtar Donetsk,Goalkeeper,266,3,0,0,14.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,91.3,83.0,75.0,0.0,0.0,0.0,3.0
435,Arthur,Juventus,Midfielder,264,6,0,0,35.2,,14.0,3.0,2.0,1.0,1.0,,,,4.0,4.0,1.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,94.0,293.0,278.0,50.0,2.0,1.0,7.0
436,Kenan Karaman,Beşiktaş,Forward,264,5,0,0,33.7,,7.0,2.0,2.0,0.0,1.0,,,,4.0,2.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,65.0,74.0,56.0,0.0,1.0,0.0,0.0
437,Wijnaldum,Paris,Midfielder,261,5,2,0,31.6,,5.0,4.0,0.0,4.0,1.0,,,,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,93.4,97.0,89.0,0.0,0.0,0.0,3.0
438,Giroud,Milan,Forward,261,5,0,0,29.0,,4.0,2.0,1.0,1.0,3.0,,,,5.0,2.0,2.0,0.0,,,,,,,,5.0,3.0,2.0,0.6,0.0,75.6,48.0,36.0,0.0,3.0,0.0,0.0
439,Pjanic,Beşiktaş,Midfielder,261,3,0,2,32.7,,16.0,2.0,1.0,1.0,2.0,9.0,0.0,4.0,2.0,6.0,1.0,0.0,,,,,,,,3.0,0.0,3.0,0.0,0.0,83.3,216.0,182.0,60.0,10.0,6.0,19.0
440,Mehmet Topal,Beşiktaş,Midfielder,261,3,0,0,29.6,,14.0,1.0,1.0,0.0,3.0,,,,1.0,1.0,0.0,0.0,,,,,,,,3.0,0.0,0.0,0.0,3.0,86.3,81.0,70.0,0.0,0.0,0.0,1.0
441,Di María,Paris,Forward,260,5,0,1,32.1,,12.0,6.0,4.0,2.0,2.0,8.0,1.0,3.0,4.0,2.0,0.0,0.0,,,,,,,,8.0,2.0,4.0,0.25,2.0,69.6,154.0,135.0,28.0,7.0,2.0,4.0
442,Djimsiti,Atalanta,Defender,260,5,0,0,31.5,,31.0,5.0,4.0,1.0,8.0,,,,3.0,1.0,0.0,0.0,,,,,,,,,,,,,83.0,191.0,160.0,100.0,1.0,1.0,6.0
443,Dia,Villarreal,Forward,258,8,1,0,33.3,,3.0,2.0,2.0,0.0,3.0,,,,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,0.4,2.0,54.4,46.0,35.0,0.0,0.0,0.0,1.0
444,Steffen,Wolfsburg,Midfielder,258,5,2,0,31.1,,6.0,3.0,2.0,1.0,6.0,,,,5.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,2.0,0.4,1.0,74.8,84.0,66.0,50.0,2.0,1.0,0.0
445,Onana,LOSC,Midfielder,257,8,0,0,34.9,,17.0,7.0,6.0,1.0,3.0,,,,1.0,3.0,0.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,82.8,95.0,76.0,0.0,0.0,0.0,1.0
446,Rashford,Man. United,Forward,257,5,1,0,29.5,,3.0,1.0,1.0,0.0,0.0,,,,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,5.0,0.2,3.0,78.4,110.0,91.0,20.0,5.0,1.0,1.0
447,Kuzyaev,Zenit,Midfielder,257,4,1,0,31.7,,10.0,1.0,0.0,1.0,5.0,,,,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.3333333333333333,1.0,90.0,79.0,71.0,66.0,3.0,2.0,0.0
448,Marcos Antônio,Shakhtar Donetsk,Midfielder,256,5,0,0,36.1,,8.0,4.0,1.0,3.0,1.0,,,,3.0,3.0,1.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,94.4,234.0,224.0,0.0,0.0,0.0,5.0
449,Dybala,Juventus,Forward,255,5,3,1,30.6,,7.0,2.0,1.0,1.0,0.0,2.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,12.0,5.0,7.0,0.4166666666666667,0.0,87.0,178.0,156.0,11.0,9.0,1.0,3.0
450,Weah,LOSC,Forward,255,5,0,0,29.4,,5.0,1.0,1.0,0.0,3.0,,,,2.0,2.0,0.0,0.0,,,,,,,,5.0,0.0,2.0,0.0,3.0,81.0,66.0,51.0,25.0,4.0,1.0,0.0
451,Meraş,Beşiktaş,Defender,253,3,0,0,29.9,,12.0,1.0,0.0,1.0,8.0,,,,1.0,2.0,0.0,0.0,,,,,,,,,,,,,80.7,88.0,71.0,50.0,2.0,1.0,2.0
452,Krunić,Milan,Midfielder,252,4,0,0,30.6,,11.0,3.0,2.0,1.0,1.0,,,,3.0,8.0,0.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,88.5,90.0,77.0,0.0,0.0,0.0,1.0
453,Iličić,Atalanta,Midfielder,249,4,1,1,29.3,,2.0,4.0,1.0,3.0,0.0,2.0,2.0,13.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.3333333333333333,2.0,78.0,130.0,101.0,57.0,7.0,4.0,8.0
454,Nico González,Barcelona,Midfielder,247,4,0,0,33.6,,12.0,6.0,3.0,3.0,1.0,,,,6.0,3.0,1.0,0.0,,,,,,,,3.0,0.0,0.0,0.0,3.0,90.0,143.0,129.0,0.0,0.0,0.0,1.0
455,Eric García,Barcelona,Defender,247,4,0,0,29.7,,14.0,3.0,1.0,2.0,4.0,,,,6.0,1.0,3.0,1.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,97.5,203.0,197.0,0.0,0.0,0.0,1.0
456,Werner,Chelsea,Forward,246,5,4,2,29.8,,8.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,,,,,4.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,5.0,0.0,0.5,5.0,77.6,71.0,58.0,0.0,3.0,0.0,0.0
457,Gudmundsson,LOSC,Defender,243,4,0,0,29.1,,10.0,2.0,2.0,0.0,4.0,,,,2.0,7.0,1.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,70.0,76.0,53.0,0.0,9.0,0.0,2.0
458,Sierro,Young Boys,Midfielder,240,5,1,0,28.5,,10.0,1.0,0.0,1.0,7.0,,,,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,0.6,1.0,72.4,114.0,86.0,60.0,5.0,3.0,4.0
459,André Almeida,Benfica,Defender,236,5,0,0,29.6,,15.0,6.0,2.0,4.0,8.0,,,,2.0,5.0,0.0,0.0,,,,,,,,,,,,,86.4,103.0,82.0,33.0,3.0,1.0,7.0
460,Šeško,Salzburg,Forward,234,6,0,0,32.1,,6.0,0.0,0.0,0.0,1.0,,,,4.0,0.0,0.0,0.0,,,,,,,,6.0,3.0,3.0,0.5,0.0,67.3,58.0,40.0,100.0,1.0,1.0,1.0
461,Tolisso,Bayern,Midfielder,234,4,0,1,31.3,,15.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,,,,,,,,4.0,2.0,2.0,0.5,0.0,86.8,197.0,178.0,0.0,2.0,0.0,6.0
462,Dalot,Man. United,Defender,233,3,0,0,21.0,,9.0,2.0,0.0,2.0,10.0,,,,5.0,0.0,1.0,0.0,,,,,,,,4.0,1.0,2.0,0.25,1.0,80.3,135.0,115.0,33.0,6.0,2.0,2.0
463,Klaassen,Ajax,Midfielder,232,7,1,1,33.6,,10.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,76.7,108.0,94.0,50.0,2.0,1.0,0.0
464,Adamu,Salzburg,Forward,231,8,1,0,32.6,,6.0,8.0,2.0,6.0,0.0,,,,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.5,2.0,60.4,59.0,32.0,0.0,1.0,0.0,0.0
465,Dest,Barcelona,Defender,230,4,0,0,30.2,,11.0,3.0,3.0,0.0,0.0,,,,3.0,3.0,1.0,0.0,,,,,,,,3.0,1.0,1.0,0.3333333333333333,1.0,85.5,109.0,95.0,0.0,8.0,0.0,1.0
466,Suso,Sevilla,Forward,228,4,0,0,25.2,,4.0,1.0,0.0,1.0,0.0,,,,5.0,6.0,1.0,0.0,,,,,,,,8.0,2.0,5.0,0.25,1.0,82.0,99.0,81.0,23.0,17.0,4.0,2.0
467,Herrera,Atlético,Midfielder,226,4,0,0,30.1,,20.0,4.0,1.0,3.0,1.0,,,,6.0,2.0,2.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,82.3,121.0,102.0,0.0,6.0,0.0,6.0
468,Stepanenko,Shakhtar Donetsk,Midfielder,225,4,0,0,30.6,,8.0,4.0,1.0,3.0,3.0,,,,7.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,94.3,146.0,137.0,0.0,1.0,0.0,4.0
469,Diawara,Malmö,Goalkeeper,225,3,0,0,11.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,61.3,66.0,48.0,0.0,0.0,0.0,4.0
470,Moi Gómez,Villarreal,Midfielder,222,6,0,1,32.0,,5.0,3.0,2.0,1.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,,,,,,,,4.0,2.0,0.0,0.5,2.0,83.2,83.0,62.0,25.0,4.0,1.0,0.0
471,Rieks,Malmö,Midfielder,222,3,1,0,27.8,,4.0,4.0,2.0,2.0,8.0,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.3333333333333333,0.0,79.3,68.0,55.0,0.0,1.0,0.0,1.0
472,Pašalić,Atalanta,Midfielder,220,5,1,1,30.0,,7.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.3333333333333333,0.0,79.6,71.0,57.0,0.0,1.0,0.0,1.0
473,Trippier,Atlético,Defender,220,3,0,0,27.0,,7.0,3.0,3.0,0.0,1.0,,,,1.0,4.0,0.0,0.0,,,,,,,,,,,,,73.3,95.0,70.0,20.0,5.0,1.0,2.0
474,Mingueza,Barcelona,Defender,219,5,0,0,27.2,,11.0,2.0,1.0,1.0,0.0,,,,7.0,1.0,0.0,0.0,,,,,,,,,,,,,89.0,140.0,119.0,18.0,11.0,2.0,7.0
475,Bozdoğan,Beşiktaş,Midfielder,219,4,0,0,28.3,,4.0,1.0,1.0,0.0,0.0,,,,4.0,7.0,1.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,74.8,52.0,39.0,100.0,1.0,1.0,1.0
476,Nuno Santos,Sporting CP,Forward,218,7,1,0,28.9,,,,,,,,,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.5,0.0,60.1,72.0,49.0,11.0,9.0,1.0,1.0
477,Vitinha,Porto,Midfielder,218,6,0,0,31.1,,12.0,4.0,0.0,4.0,1.0,,,,3.0,0.0,2.0,0.0,,,,,,,,4.0,1.0,0.0,0.25,3.0,89.8,142.0,127.0,0.0,11.0,0.0,6.0
478,Kalulu,Milan,Defender,216,5,0,1,26.6,,10.0,5.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,68.8,79.0,57.0,50.0,6.0,3.0,2.0
479,Dahoud,Dortmund,Midfielder,212,4,0,2,28.2,,11.0,1.0,0.0,1.0,0.0,7.0,1.0,3.0,2.0,2.0,0.0,0.0,,,,,,,,6.0,1.0,1.0,0.16666666666666666,4.0,86.0,141.0,117.0,60.0,5.0,3.0,2.0
480,Corona,Porto,Forward,212,4,0,0,28.0,,9.0,4.0,0.0,4.0,5.0,,,,3.0,4.0,1.0,0.0,,,,,,,,,,,,,77.0,76.0,55.0,28.0,7.0,2.0,2.0
481,Nianzou,Bayern,Midfielder,212,4,0,0,25.4,,16.0,4.0,2.0,2.0,1.0,,,,6.0,2.0,1.0,0.0,,,,,,,,,,,,,94.5,199.0,192.0,0.0,0.0,0.0,5.0
482,Pessina,Atalanta,Midfielder,211,4,1,0,29.4,,11.0,1.0,1.0,0.0,1.0,,,,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,74.3,100.0,78.0,33.0,3.0,1.0,1.0
483,Koopmeiners,Atalanta,Midfielder,210,5,0,1,28.9,,7.0,4.0,1.0,3.0,3.0,8.0,0.0,1.0,3.0,3.0,0.0,0.0,,,,,,,,4.0,0.0,1.0,0.0,3.0,57.8,135.0,106.0,25.0,12.0,3.0,4.0
484,Szoboszlai,Leipzig,Midfielder,209,4,2,0,26.9,,4.0,0.0,0.0,0.0,2.0,,,,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,2.0,0.5,0.0,79.8,105.0,85.0,44.0,9.0,4.0,5.0
485,Marlos,Shakhtar Donetsk,Midfielder,206,6,0,0,25.4,,4.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,3.0,2.0,1.0,0.6666666666666666,0.0,91.2,126.0,110.0,50.0,4.0,2.0,2.0
486,Ugarte,Sporting CP,Midfielder,205,4,0,0,29.6,,7.0,7.0,3.0,4.0,1.0,,,,7.0,8.0,1.0,0.0,,,,,,,,,,,,,84.0,74.0,65.0,50.0,2.0,1.0,3.0
487,Yakhshiboev,Sheriff,Forward,205,3,1,0,27.9,,3.0,4.0,0.0,4.0,1.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.5,1.0,52.7,37.0,22.0,0.0,1.0,0.0,0.0
488,Munir,Sevilla,Forward,204,4,0,0,26.4,,1.0,1.0,0.0,1.0,0.0,,,,3.0,6.0,0.0,0.0,,,,,,,,5.0,0.0,2.0,0.0,3.0,80.5,49.0,41.0,100.0,1.0,1.0,1.0
489,Van de Beek,Man. United,Midfielder,204,4,0,0,23.5,,11.0,8.0,3.0,5.0,3.0,,,,4.0,2.0,1.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,82.3,117.0,102.0,0.0,0.0,0.0,1.0
490,Bornauw,Wolfsburg,Defender,204,3,0,0,22.3,,15.0,1.0,1.0,0.0,10.0,,,,3.0,0.0,1.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,75.3,86.0,68.0,0.0,0.0,0.0,2.0
491,Neres,Ajax,Forward,203,5,1,0,24.0,,3.0,0.0,0.0,0.0,0.0,,,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,1.0,0.5,2.0,88.0,104.0,91.0,57.0,7.0,4.0,0.0
492,Haaland,Dortmund,Forward,203,3,3,0,22.3,,5.0,0.0,0.0,0.0,4.0,,,,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,12.0,7.0,5.0,0.5833333333333334,0.0,46.7,50.0,27.0,0.0,1.0,0.0,0.0
493,Bruno Tabata,Sporting CP,Midfielder,201,4,1,1,28.3,,3.0,5.0,0.0,5.0,2.0,2.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.25,2.0,74.0,76.0,58.0,20.0,5.0,1.0,4.0
494,Delaney,Sevilla,Midfielder,200,4,0,0,28.1,,9.0,4.0,2.0,2.0,3.0,,,,4.0,2.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,70.5,76.0,61.0,0.0,0.0,0.0,1.0
495,Darmian,Inter,Defender,196,5,0,0,25.1,,3.0,2.0,1.0,1.0,2.0,,,,1.0,2.0,1.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,62.0,57.0,41.0,20.0,5.0,1.0,1.0
496,Schulz,Dortmund,Defender,195,4,0,1,24.5,,10.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,83.5,129.0,110.0,100.0,3.0,3.0,1.0
497,Matić,Man. United,Midfielder,194,8,0,0,24.6,,13.0,1.0,1.0,0.0,6.0,,,,2.0,4.0,2.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,81.1,152.0,132.0,0.0,1.0,0.0,6.0
498,Gerhardt,Wolfsburg,Midfielder,192,5,0,1,25.8,,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,63.0,61.0,44.0,66.0,3.0,2.0,0.0
499,Kryvtsov,Shakhtar Donetsk,Defender,192,3,0,1,23.5,,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,92.0,167.0,153.0,0.0,0.0,0.0,4.0
500,Necip Uysal,Beşiktaş,Midfielder,189,3,0,0,19.8,,5.0,4.0,2.0,2.0,3.0,,,,2.0,1.0,0.0,0.0,,,,,,,,,,,,,68.0,55.0,37.0,50.0,2.0,1.0,4.0
501,Chilwell,Chelsea,Defender,188,4,0,0,23.3,,5.0,1.0,0.0,1.0,1.0,,,,2.0,1.0,0.0,0.0,,,,,,,,8.0,1.0,6.0,0.125,1.0,82.3,87.0,71.0,26.0,15.0,4.0,1.0
502,Moisander,Malmö,Defender,187,3,0,0,22.0,,16.0,4.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,60.0,86.0,77.0,0.0,0.0,0.0,4.0
503,Montiel,Sevilla,Defender,186,4,0,0,24.9,,12.0,8.0,3.0,5.0,1.0,,,,1.0,2.0,1.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,75.3,123.0,103.0,18.0,11.0,2.0,0.0
504,Alex Teixeira,Beşiktaş,Midfielder,184,3,0,0,18.6,,7.0,2.0,2.0,0.0,0.0,,,,2.0,4.0,1.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,86.7,50.0,44.0,0.0,0.0,0.0,0.0
505,Haidara,Leipzig,Midfielder,182,4,0,0,24.4,,14.0,8.0,5.0,3.0,1.0,,,,3.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,86.0,123.0,106.0,0.0,0.0,0.0,3.0
